rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,day,month,year,given_name_soundex,given_name_nysiis,surname_soundex,surname_nysiis,match_id
rec-1943-dup-0,nemesia,grifefn,10,derrington c rescent,hd curramulka,beechboro,2262,nsw,09,05,1987,N520,NANAS,G611,GRAFAFN,89
rec-1611-dup-0,,white,21,boobialla street,sheep s tation,carlingford,2830,qld,14,12,1924,,,W300,WAT,93
rec-1706-dup-2,quilliam,ashleigh,57,bedford s treet,rosall,surrey hills,6525,nsw,30,07,1946,Q450,QALAN,A242,ASLAG,99
rec-462-org,jacqueline,daykin,21,mackie crescent,logan central plaza,pottsville beach,2213,qld,05,06,1951,J245,JACGALAN,D250,DAYCAN,-1
rec-1626-org,amelia,benger,51,macalister crescent,,sippy downs,4110,nsw,09,09,1942,A540,ANAL,B526,BANGAR,-1
rec-408-dup-2,rily,gloster,24,farrerplace,,frankston,3178,nsw,24,01,1959,R400,RALY,G423,GLASTAR,105
rec-1224-org,lily,thorpe,313,rivett place,thurlgona,mount gravatt,6104,wa,18,03,1931,L400,LALY,T610,TARP,108
rec-1561-dup-2,lary,slape,11,lamington street,rosehe ll,albany creek,6020,wa,27,09,1901,L600,LARY,S410,SLAP,119
rec-1723-dup-1,joshua,linnell,2,lambrigg treet,craigie ela garden,rowville,3185,qld,11,05,1948,J200,JAS,L540,LANAL,127
rec-1723-org,joshua,linnell,2,lambrigg street,craigie lea garden,balwyn north,3185,qld,11,05,1948,J200,JAS,L540,LANAL,128
rec-182-org,sophie,grubb,36,furphy place,mid city centre,cottles bridge,5091,qld,22,03,1923,S100,SAFY,G610,GRAB,-1
rec-1781-org,john,slywka,33,gowrie court,boxwood vale,north ward,6014,tas,03,08,1959,J500,JAN,S420,SLYWC,130
rec-1614-org,alexandra,robson,4,brunswick circuit,keith payne hstl,mount sophia,5024,nsw,26,07,1947,A425,ALAXANDR,R125,RABSAN,131
rec-885-org,stella,chandler,50,ebden street,rosetta village,coffs harbour,6304,vic,15,12,1974,S340,STAL,C534,CANDLAR,142
rec-1690-dup-2,thomas,white,706,monaro crescent,birra billa,point lofsdale,2088,wa,18,08,1931,T520,TAN,W300,WAT,150
rec-1217-dup-0,hannah,bloomfield,7,ferguson circuit,crown allotment,oakden,7253,nsw,06,08,1913,H500,HAN,B451,BLANFALD,159
rec-1830-dup-2,,kochiwama,44,antares crescent,telopea p ark,benowa,7017,nsw,26,06,1900,,,K250,CACAIAN,166
rec-208-org,lauren,bradshaw,130,ashcroft crescent,upa cottages,stirling north,2198,vic,22,10,1930,L650,LARAN,B632,BRADS,169
rec-32-dup-0,willow,froscio,378,yandastreet,,keilor,5022,vic,26,12,1909,W400,WALAO,F620,FRASC,170
rec-799-org,sophie,nicolle,112,garling street,spring creek,kotara,4740,nt,01,10,1911,S100,SAFY,N240,NACAL,177
rec-729-dup-0,andrew,klander,20,newman morois circuit,the willows,homebush,2285,vic,17,10,1976,A536,ANDRAE,K453,CLANDAR,74
rec-856-dup-0,angus,stanley,6,lazar place,koobeja,floradhill,7008,qld,03,10,1997,A522,ANG,S354,STANLY,181
rec-1128-org,jack,stubbs,150,heard street,summerset,st agnes,5344,qld,26,05,1989,J200,JAC,S312,STAB,192
rec-365-dup-1,matthew,leong,5,kavelstreet,glen-mwria,minchinbfry,6153,nsw,16,09,1917,M300,MATAE,L520,LANG,198
rec-885-dup-1,stella,chandler,50,ebden street,rosetta vlilage,coffs harbour,6304,vic,15,12,1974,S340,STAL,C534,CANDLAR,143
rec-642-dup-2,katel byn,colegte,55,fiveas hstreet,retirement village,londonderry,2195,nsw,28,08,1928,K341,CATALBYN,C423,CALAGT,210
rec-854-dup-0,ebiny,morby,0,condavale,macgillivray street,armidale,2111,nsw,06,09,1984,E150,EBANY,M610,MARBY,215
rec-421-dup-3,charlie,ebert,21,brewster place,summerdale medical centre,franskton,4570,vic,20,10,1971,C640,CARLY,E163,EBAD,226
rec-1560-dup-2,charlotte,hylnand,25,madsen place,leisure lvikng vlge,clarinda,3108,qld,10,04,1982,C643,CARLAT,H455,HYLNAD,241
rec-1929-dup-1,cheree,purtell,1,spring rsnge road,guest village (cnrubullcreek d drive,cooma,6111,wa,07,04,1930,C600,CARY,P634,PARTAL,247
rec-1992-org,laura,ryan,3,officer crescent,craigie-lea,orange,2289,vic,02,04,1912,L600,LAR,R500,RYAN,250
rec-1693-dup-1,feilcity,godfrey,16,stuckey place,oaklands village,slacks creek,6050,nsw,30,10,1936,F423,FALCATY,G316,GADFRY,253
rec-665-dup-0,matthew,paine,7,mcintyre street,urunga,moulyinning,7000,nws,17,01,1925,M300,MATAE,P500,PAN,255
rec-501-org,mikhayla,campbell,9,baynton street,st francis vlge,notting hill,4350,qld,11,07,1928,M240,MACKAYL,C514,CANPBAL,-1
rec-1057-dup-2,charlie,roussonuis,13,gledden street,woorabinda,craigmore,6026,nsw,11,11,1946,C640,CARLY,R252,RASAN,259
rec-561-dup-1,dale,fimeri,37,burdett crescent,star court arcade,wilson,6618,nsw,29,05,1993,D400,DAL,F560,FANAR,265
rec-540-dup-2,jaime,,342,elliott street,kildarra,bedfordale,2081,qld,10,11,1963,J500,JAN,,,278
rec-408-org,riley,gloster,24,farrer place,,frankston,3178,nsw,24,01,1959,R400,RALY,G423,GLASTAR,106
rec-636-dup-3,charlie,goode,7,tauss place,grahdview,,2575,vic,13,12,1976,C640,CARLY,G300,GAD,293
rec-918-dup-1,chloe,pantazopoulos,147,allott place,wyoming park,aldgate,2325,nsw,07,08,1986,C400,CL,P532,PANTASAPAL,304
rec-929-org,corey,condo,5,andamooka street,coolinda,hillston,2026,nsw,16,06,1990,C600,CARY,C530,CAND,309
rec-1489-org,emiily,berry,3,tenison-woods circuit,,ashfield,6169,nsw,27,05,1978,E540,ENALY,B600,BARY,314
rec-427-dup-3,emmet,weller,11,copland drive,,birmingham gardens,4365,wa,16,05,1927,E530,ENAT,W460,WALAR,327
rec-15-org,liam,tuttleby,5,verco street,rose-lea,trevallyn,2259,qld,01,01,1908,L500,LAN,T341,TATLABY,-1
rec-316-dup-0,karfissa,creten,185,beattie cescent,birrabilla,moranbah,2525,nsw,03,07,1936,K612,CARFAS,C635,CRATAN,342
rec-1498-dup-0,isabelle,kaminskas,106,isis close,westholme,port augusta,2765,qls,22,06,1906,I214,ISABAL,K552,CANANSC,357
rec-910-dup-1,jayden,browne,80,kincumber nautical vlge,chaseling street,sussex inlet,2630,nsw,06,03,1943,J350,JAYDAN,B650,BRAON,363
rec-1355-org,melissa,lanzotti,24,balfour crescent,killara lodge,cranbourne,2064,vic,28,08,1981,M420,MALAS,L523,LANSAT,365
rec-1648-dup-0,bailee,dent,58,maddoc k place,jingara,nowra,4171,qld,12,01,1995,B400,BALY,D530,DAD,372
rec-658-dup-1,quinn,godfrey,21,duffy street,ardersidr,highotn,3165,vic,22,01,1945,Q500,QAN,G316,GADFRY,379
rec-1190-dup-1,charlie,stanley,0,amagula avenue,,klemzig,3356,vic,17,07,1951,C640,CARLY,S354,STANLY,383
rec-1876-dup-0,jazz,stephenson,210,julia flynn avenue,,ingleubrn,3172,sa,14,12,1940,J200,J,S315,STAFANSAN,385
rec-305-org,aleisha,mcelwee,34,osburn drive,parraweena,condell park,5237,act,25,05,1944,A420,ALAS,M240,MCALWY,387
rec-152-org,amber,blackwell,25,thomson street,,salisbury,3188,nsw,25,03,1986,A516,ANBAR,B424,BLACWAL,392
rec-1829-dup-0,shakiroh,evans-zijlstra,1,ashkanasycrescent,townview,robina,2340,vic,05,09,1951,S260,SACAR,E152,EVANSAJLSTR,396
rec-805-dup-2,,shelley,90,cromwell circuit,wombat hill,noble apark,2026,vic,11,07,1978,,,S400,SALY,404
rec-480-dup-1,aiden,ryan,292,honey patch,gundulu place,mosman,3076,wa,24,05,1936,A350,ADAN,R500,RYAN,409
rec-1200-dup-2,william,lazavroff,431,leahy lose,millwood,forbes,7256,qld,04,02,1978,W450,WALAN,L216,LASAVRAF,421
rec-717-org,jamie,van galen,64,callister crescent,mowbray,hackham,3060,nsw,09,09,1972,J500,JANY,V524,VANGALAN,-1
rec-618-org,isabella,hendricks,86,colborne place,dog rock shopping centre,north ryde,2000,nsw,29,01,1977,I214,ISABAL,H536,HANDRAC,432
rec-1509-org,lucas,benger,19,cunningham street,padicam,melton south,2232,nsw,30,10,1985,L220,LAC,B526,BANGAR,436
rec-1368-org,harrison,doman,20,harry hopman circuit,moline village,toowong,2088,sa,19,05,1957,H625,HARASAN,D550,DANAN,437
rec-879-dup-1,clarke,isabella,59,gillespie street,,mount victoria,2147,act,10,01,1995,C462,CLARC,I214,ISABAL,448
rec-1668-dup-1,emmerson,loyck,5,burnie treet,gordale,thursday island,3147,vic,29,11,1921,E562,ENARSAN,L200,LAYC,459
rec-794-org,sarah,behnke,3,pearson street,broombie stud,ramornie,2209,vic,10,09,1993,S600,SAR,B520,BANC,463
rec-1917-dup-3,angus,rees,5,heatonnplace,pangani,new farm,6210,nsw,23,07,1922,A522,ANG,R200,R,474
rec-1081-dup-1,jordan,vaile,12,mullan street,rosewynne,mansfield,4153,qld,14,09,1994,J635,JARDAN,V400,VAL,480
rec-568-org,tate,hingston,159,oxley street,wylarah,kurri kurri,5045,nsw,21,05,1968,T300,TAT,H523,HANGSTAN,483
rec-1333-org,charlotte,bovill,28,vickery street,cashbar,scarborough,3911,vic,12,04,1973,C643,CARLAT,B140,BAVAL,-1
rec-368-org,emma,matthews,39,vanzetti crescent,sunny brees,moorabbin,5158,qld,26,04,1991,E500,EN,M320,MATAE,485
rec-666-org,sophie,nguyen,26,namoi place,,mount colah,2550,nsw,17,11,1970,S100,SAFY,N250,NGAYAN,496
rec-1991-dup-3,kai,white,8,cockcrofqt avenue,allunga,parramaxta,4197,,09,10,1955,K000,C,W300,WAT,511
rec-1878-org,blade,stingle,34,earle place,upper warrell,kellyville,5046,,25,09,1922,B430,BLAD,S352,STANGL,-1
rec-528-dup-2,rosie,rundle,8,sturt avneue,talonmane,bundaberg,2263,nt,09,11,1975,R200,RASY,R534,RANDL,526
rec-1180-dup-0,wanders,harry,120,morehead street,carrington trrmnt vlge,trevallyn,7205,sa,13,10,1912,W536,WANDAR,H600,HARY,531
rec-1794-org,harrison,matthiessen,3,harbison crescent,oakdale,port kembla,2619,wa,30,04,1958,H625,HARASAN,M325,MATASAN,-1
rec-1130-dup-0,lauren,sounness,18,leist street,moondani,seaforth,832,qld,29,01,1990,L650,LARAN,S520,SAN,533
rec-569-dup-2,tommy,spinato,29,howie court,,ballarat,3356,nsw,29,11,1982,T500,TANY,S153,SPANAT,541
rec-860-dup-0,connor,mayman,40,marenghoplace,wilga,toowoomba,2025,nsw,18,10,1965,C560,CANAR,M550,MAYNAN,545
rec-1667-dup-1,amber,pamplin,58,milton,sturt acenue,thornlie,5040,wa,07,04,1937,A516,ANBAR,P514,PANPLAN,547
rec-1337-dup-2,nathab,priest,363,banks street,manresa,malvern east,4750,act,28,04,1971,N310,NATAB,P623,PRAST,555
rec-1901-dup-2,casey,vitkunas,22,jones place,karinga park,emmaville,2346,tas,,,,C200,CASY,V325,VATCAN,562
rec-125-dup-1,silas,webbm,20,jacka crvscent,shopping centre,nambour,4306,vic,12,02,1958,S420,SAL,W150,WABN,571
rec-78-dup-0,nicholas,fittock,10,fortitudey street,,st kilda east,2298,nt,25,10,1965,N242,NACAL,F320,FATAC,575
rec-1685-org,jayden,liberts,3,odern place,peppertree,corryong,2614,qld,18,12,1934,J350,JAYDAN,L163,LABART,-1
rec-1706-org,ashleigh,quilliam,57,bedford street,rosall,surrey hills,6525,nsw,30,07,1946,A242,ASLAG,Q450,QALAN,100
rec-1953-org,joel,ryan,26,lance hill avenue,cameroo,forest hill,3070,nsw,15,06,1972,J400,JAL,R500,RYAN,586
rec-115-org,danjel,vincent,7,forbes street,villa 3,toukley,3178,qld,03,07,1951,D524,DANJAL,V525,VANCAD,-1
rec-1068-org,jasper,jennion,16,fitzhardinge crescent,lords house,glenside,4034,nsw,14,04,1972,J216,JASPAR,J550,JANAN,-1
rec-1981-dup-1,chloe,crosthwaite,42,ashkanasy crescent,,canterbury,4215,nsw,22,07,1955,C400,CL,C623,CRASTWAT,594
rec-479-dup-2,natqlee,coleman,293,minns place,,waterman,3910,vic,05,04,1911,N324,NATGLY,C455,CALANAN,600
rec-224-org,sophie,laundy,15,la perouse street,k mart plaza,eight mile plains,3981,vic,29,10,1902,S100,SAFY,L530,LANDY,-1
rec-755-dup-2,reuven,edgecombe,6,ashburton circuit,north vaenue,palmerston,4231,vic,01,07,1954,R150,RAVAN,E322,EDGACANB,606
rec-1667-dup-0,amber,pamplin,14,andrea palce,milton,seven hills,5054,wa,06,10,1969,A516,ANBAR,P514,PANPLAN,548
rec-1511-org,ayla,benjamin,3,bradfield street,concept,tatura,2030,wa,,,,A400,AYL,B525,BANJANAN,610
rec-1387-org,,kempton,8,homburg street,yellow dam,blacktown,3122,vic,08,11,1902,,,K513,CANPTAN,612
rec-1093-org,dylan,wilkins,18,denovan circuit,two tree hill,brighton-le-sands,2320,nsw,,,,D450,DYLAN,W425,WALCAN,-1
rec-1518-org,sienna,slape,52,rene street,,burleigh waters,4034,vic,31,03,1940,S500,SAN,S410,SLAP,-1
rec-1014-dup-2,michael,laverty,6,hytten place,sennockke,suffolk park,2208,vic,13,12,1963,M240,MACAL,L163,LAVARTY,616
rec-824-dup-0,jake,grosser,3,lexcen a venue,horseshoe bend,bomaderry,2161,vic,27,02,1967,J200,JAC,G626,GRASAR,625
rec-718-org,madison,maynard,257,holmes crescent,glenview,embleton,2154,nsw,06,05,1940,M325,MADASAN,M563,MAYNAD,-1
rec-285-org,byron,wisowaty,58,pera place,john flynn medical centre,caulfield,6101,,04,03,1932,B650,BYRAN,W230,WASAOATY,-1
rec-1857-dup-4,layla,thrussell,27,markell p lace,,frenchs forest,6728,qld,08,06,1925,L400,LAYL,T624,TRASAL,639
rec-1590-org,jack,mcneeley,39,keverstone circuit,royal queensland yacht squadron,brighton-le-sands,4702,wa,29,03,1988,J200,JAC,M254,MCNALY,644
rec-1996-org,grace,timmermans,18,cussen street,hallsville,preston,2251,wa,07,12,1950,G620,GRAC,T565,TANARNAN,655
rec-1540-dup-2,carly,benger,61,gellibrand street,gradnview,carnegie,4011,nsw,26,01,1971,C640,CARLY,B526,BANGAR,666
rec-935-dup-0,brydee,westermann,13,burkitt street,mlc centre,banks,3352,vic,26,01,1991,B630,BRYDY,W236,WASTARNAN,680
rec-1183-org,isaac,clarke,1,armytage circuit,oaklands village,annangrove,3636,vic,25,04,1957,I220,ISAC,C462,CLARC,685
rec-1062-dup-1,madison,dixson,37,,white lodge,ringwoid,5047,sa,13,04,1994,M325,MADASAN,D250,DAXSAN,692
rec-256-dup-0,fraser,tadege,1,mcinneswstreet,,scarborojgh,2870,nsw,13,10,1900,F626,FRASAR,T320,TADAG,706
rec-1140-org,lara,chandler,42,dempster place,henry kendall bayside,kingaroy,2219,nsw,24,06,1936,L600,LAR,C534,CANDLAR,-1
rec-1895-dup-3,hollv,shepherd,3,stillwell place,elstoh,albion park rail,6201,vic,23,03,1980,H410,HALV,S163,SAFAD,717
rec-401-dup-4,alexa-rose,white,22,warrego circuit,burnisde,bayswater,3040,nt,22,08,1916,A426,ALAXARAS,W300,WAT,731
rec-571-org,oliver,cureton,164,drevermann street,burraminga,toronto,3149,qld,26,01,1992,O416,OLAVAR,C635,CARATAN,737
rec-133-dup-4,benjamin,muog,302,peat place,arlnigton,frankston,4518,nsw,08,10,1910,B525,BANJANAN,M200,MAG,749
rec-1534-dup-4,isabella,runlde,8,fawkner street,emerald agrigulural college,pottsville,6154,nsw,,,,I214,ISABAL,R543,RANLD,764
rec-421-org,charlie,ebert,21,brewster place,summerdale medical centre,frankston,4570,vic,20,10,1971,C640,CARLY,E163,EBAD,227
rec-1566-dup-3,haryr,clarke,0,hyndes crescent,royal brisbane hospital,homebush,4805,nsw,21,10,1997,H660,HARYR,C462,CLARC,775
rec-165-org,hayden,ngai,40,hinkler street,berajondo,nightcliff,2263,vic,24,06,1997,H350,HAYDAN,N200,NG,780
rec-1617-org,samuel,wasley,12,earle street,university shores,northbridge,2530,nsw,03,10,1946,S540,SANAL,W240,WASLY,-1
rec-152-dup-0,amber,black well,25,thomso n street,warrina lakes,salisbury,3188,nsw,25,03,1986,A516,ANBAR,B424,BLACWAL,393
rec-203-org,micaela,blackwell,0,lewin street,rosedina,dulwich hill,4103,nsw,04,12,1979,M240,MACAL,B424,BLACWAL,-1
rec-961-org,callie,bullock,7,warramoo crescent,kanangra hstl,noble park,2650,tas,13,10,1935,C400,CALY,B420,BALAC,-1
rec-1610-org,sian,beelitz,3,ashkanasy crescent,miowera,sylvania,5042,nsw,04,09,1951,S500,SAN,B432,BALAT,788
rec-1487-org,daniel,clarke,3,goldsborough close,,wilson,2206,wa,07,05,1963,D540,DANAL,C462,CLARC,-1
rec-1446-org,riley,faull,32,turner place,margaret river carvn park,long jetty,2033,nsw,28,07,1964,R400,RALY,F400,FAL,792
rec-118-org,riley,wegemer,45,phillip avenue,walhalla,cremorne,3937,wa,21,06,1954,R400,RALY,W256,WAGANAR,794
rec-486-dup-0,alexandra,knapman,16,mceacherncxrescent,villa 306,chelsea heights,3429,sa,13,11,1915,A425,ALAXANDR,K515,NAPNAN,796
rec-1388-dup-0,niocla,collier,0,schaff eyr place,mt styrt,sheidow park,2098,nsw,23,06,1942,N240,NACL,C460,CALAR,798
rec-703-org,emiily,vodden,41,clement place,arcadia,st johns park,2170,nsw,18,12,1981,E540,ENALY,V350,VADAN,803
rec-732-dup-1,cassandra,rafanelli,3025,,berragoon,st slbans,3020,wa,01,07,1927,C253,CASANDR,R154,RAFANAL,812
rec-286-dup-2,dominxic,flockhart,2,oxley street,clear creek,northgate,3000,wa,21,06,1989,D552,DANANXAC,F426,FLACKAD,826
rec-1031-org,samantha,sabieray,68,quandong street,wattle brae,gorokan,4019,wa,07,08,1959,S553,SANANT,S160,SABARY,-1
rec-286-dup-4,dominic,flockhdart,26,oxley street,clear creek,northgate,3001,wa,21,06,1989,D552,DANANAC,F423,FLACKDAD,827
rec-13-org,harrison,paulka,211,bourne street,tally ho,ballina,3976,vic,22,01,1926,H625,HARASAN,P420,PALC,831
rec-299-org,toby,maczkowiack,8,kanooka street,carinya vlge,canley vale,3219,nsw,28,03,1900,T100,TABY,M220,MCSCAOAC,835
rec-1442-org,ruby,jeffries,73,forbes street,underwood,st albans,4165,nsw,05,07,1949,R100,RABY,J162,JAFR,839
rec-779-dup-2,charlotte,mccraken,5,,flr 5 john flynnmedical centre,bligh park,4814,nsw,29,05,1957,C643,CARLAT,M262,MCRACAN,847
rec-375-dup-2,sma,webb,5,deamer cerescent,belaradah,west lakes shore,2570,wa,15,12,1936,S500,SN,W100,WAB,857
rec-1883-dup-1,jonah,nguyen,8,dalley crescent,the palms village,kingary,2607,nsw,19,10,1959,J500,JAN,N250,NGAYAN,871
rec-1729-org,eliza,white,82,summerland circuit,rsd shee oak ridge,thornlie,2345,qld,03,01,1942,E420,ELAS,W300,WAT,-1
rec-438-org,barnaby,egan,13,britten-jones drive,rawdon,kaleen,4304,vic,29,05,1927,B651,BARNABY,E250,EGAN,877
rec-1232-dup-1,kate,rawlings,70,corin place,oxfodrd,kuraby,4216,qld,25,09,1933,K300,CAT,R452,RALANG,889
rec-245-org,mackinley,rees,93,oman place,locn 2192,parmelia,3084,wa,08,07,1971,M254,MCANLY,R200,R,897
rec-1228-dup-4,hayden,covino,10,glengariffe,deamer cf escent,north ryde,2705,qld,04,11,1954,H350,HAYDAN,C150,CAVAN,910
rec-1347-org,jessica,ryan,37,mccrae street,cherry haven,junortoun,6065,vic,25,02,1998,J220,JASAC,R500,RYAN,-1
rec-1945-dup-2,bradley,clarke,40,sharwood csrescent,lynd hurat,ringwood,3959,wa,02,03,1951,B634,BRADLY,C462,CLARC,918
rec-1454-dup-0,locylan,grosser,5,yapunyah street,youralla,gingin,5276,nsw,10,02,1953,L245,LACYLAN,G626,GRASAR,921
rec-306-org,danielle,morrison,95,london circuit,sec 552,bibra lake,4701,vic,09,07,1903,D540,DANAL,M625,MARASAN,923
rec-1185-dup-0,alessandria,rabbitt,19,ellenborough street,inglemer,mirrabooka,2186,vic,10,04,1990,A425,ALASANDR,R130,RABAT,925
rec-1346-org,phoebe,pettman-south,108,kernot street,surfrider carvn park,ballina,3175,vic,28,03,1972,P100,FAB,P355,PATNANSAT,-1
rec-907-dup-0,laura,braunak,87,durville crescent,,graceyville,2536,nsw,19,04,1955,L600,LAR,B652,BRANAC,927
rec-443-dup-0,joshu a,hohn,97,somme rlad place,coralyn,eight mile plains,3178,vic,22,04,1926,J200,JAS,H500,HAN,935
rec-361-org,millane,mccarthy,3,alfred hill drive,hold fast shores,mortlake,2032,wa,18,08,1963,M450,MALAN,M263,MCARTY,942
rec-891-dup-0,emma,thackeray,71,kinkead street,warrah lea,newcomb,4161,,13,09,1967,E500,EN,T260,TACARY,945
rec-1177-org,,,1,amaroo wallaroo road,parkside flats,chester hill,4811,nsw,04,08,1925,,,,,-1
rec-818-org,malakai,schoppe,31,boddington crescent,broadwater caravn park,trafalgar,2747,vic,21,12,1914,M420,MALAC,S100,SAP,946
rec-1845-org,anastasia,kromwyk,17,dyson street,,talwood,4115,vic,,,,A523,ANASTAS,K652,CRANWYC,-1
rec-1334-org,jared,wytkin,61,belfield crescent,rowethorpe,bundaberg,5081,,25,10,1983,J630,JARAD,W325,WYTCAN,950
rec-1113-dup-2,brinaa,morrison,4,coolac vplace,esk farm,seaton,2566,vic,03,12,1913,B650,BRAN,M625,MARASAN,956
rec-332-dup-0,lily,petersen,13,bissenberger crescent,,melville,2250,,26,03,1902,L400,LALY,P362,PATARSAN,969
rec-1815-org,sophie,lovelock,7,calder crescent,,pitt town,3810,nsw,13,04,1947,S100,SAFY,L142,LAVALAC,980
rec-144-org,joshua,eyles,27,harcourt street,belmore river,underdale,2112,vic,19,12,1986,J200,JAS,E420,EYL,-1
rec-1903-dup-0,abbey,herno,1,drosera place,quandialla,yarra junction,800,vic,13,06,1976,A100,ABY,H650,HARN,985
rec-853-org,alexandra,heron,327,tullaroop street,vinery,elsternwick,6208,nsw,09,06,1940,A425,ALAXANDR,H650,HARAN,988
rec-1035-dup-0,jaiden,rollins,48,tulgeywood,rossarden street,balwyn north,2224,nt,22,07,1928,J350,JADAN,R452,RALAN,996
rec-960-dup-1,timothy,neville,21,fihelly street,villa2,st lucia,3108,wa,23,11,1978,T530,TANATY,N140,NAFAL,1006
rec-1124-dup-0,jarod,mccarthy,63,henty street,moriah ifelds,,2166,nsw,29,05,1940,J630,JARAD,M263,MCARTY,1020
rec-517-dup-4,erin,humphreys,11,endeavour street,lake macquzrie vlge,umina beach,4873,nsw,19,05,1967,E650,ERAN,H516,HANFRY,1035
rec-1746-dup-0,ruby,reid,7,fitzmaurice street,,eaglwhawk,2260,qld,26,06,1912,R100,RABY,R300,RAD,1040
rec-283-dup-2,charlie,primvaera,6,chauvel street,st francis vlge,dover yeights,2533,nsw,14,03,1925,C640,CARLY,P651,PRANVAR,1044
rec-439-dup-1,christian,ferris,3,coombe street,warraview,plumpton,5008,nsw,22,02,1993,C623,CRASTAN,F620,FAR,1050
rec-1967-dup-2,eliza,mason,57,kennedy sreet,brentwodo vlge,bundamba,4067,tas,24,11,1907,E420,ELAS,M250,MASAN,1063
rec-1062-dup-3,kylie,dixon,4,sanford xplace,white lofdge,phillip,5047,sa,04,04,1900,K400,CYLY,D250,DAXAN,693
rec-71-dup-0,lauren,paine,27,mcvey pace,yambira,helid on,2776,qld,02,05,1944,L650,LARAN,P500,PAN,1078
rec-1925-dup-3,alexandra,grosvenor,16,anembo street,glenlee,frankston,4818,nsw,05,03,1993,A425,ALAXANDR,G621,GRASVANAR,1089
rec-1109-org,harrison,schumann,24,monaro crescent,donnelly rvr villg,oakleigh,2280,nsw,13,10,1999,H625,HARASAN,S550,SANAN,1103
rec-1644-dup-1,beams,emiily,1,tarrabo ol street,,andergrove,2075,qld,24,11,1901,B520,BAN,E540,ENALY,1111
rec-1157-dup-1,ryan,fey,82,kitchener street,un t 1,slacks creek,3450,qld,28,09,1987,R500,RYAN,F000,FY,1115
rec-738-dup-2,georgia,byersi,17,hilder street,,palmerston,4740,nse,30,05,1955,G620,GARG,B620,BYARS,1127
rec-362-org,anika,spicer,3,melrose drive,rmbe 770,view bank,2067,nsw,12,10,1986,A520,ANAC,S126,SPACAR,1135
rec-1835-org,liam,kothe,8,beaurepaire crescent,,allawah,4570,qld,20,07,1974,L500,LAN,K300,CAT,-1
